step,split,mean_reward,reward_std,best_group_reward,worst_group_reward,mean_ce_component,mean_compute_penalty,mean_kl,mean_advantage,advantage_std,policy_loss,total_policy_loss,routing_entropy,clip_fraction,mean_probability_ratio,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,val_loss,val_perplexity,val_accuracy,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,validation_time_sec,estimated_block_flops,estimated_flops_vs_dense,budget_3_depth,budget_3_ce,budget_3_reward,budget_3_flops_vs_dense,budget_4_depth,budget_4_ce,budget_4_reward,budget_4_flops_vs_dense,budget_5_depth,budget_5_ce,budget_5_reward,budget_5_flops_vs_dense,budget_8_depth,budget_8_ce,budget_8_reward,budget_8_flops_vs_dense
90,grpo_train,-3.827390193939209,0.22559568285942078,-3.6286559104919434,-4.146623134613037,2.580747127532959,1.24664306640625,0.04750821739435196,-2.3096799850463867e-07,0.9999949932098389,-0.3664683699607849,-0.36599329113960266,0.20178866386413574,0.8180338144302368,1.0016632080078125,8.106765275542056e-05,0.04005792364478111,0.04005792364478111,0.0,372736,0.8885047920048237,4609.992019016328,,,,,,,,,,,,3.0888671875,3.0408143997192383,-3.8130311965942383,0.88525390625,3.9833984375,2.697810411453247,-3.693660020828247,1.0885564630681819,4.8740234375,2.437739372253418,-3.656245231628418,1.2909712357954546,8.0,2.1466236114501953,-4.146623134613037,2.0014204545454546
99,validation,,,,,,,,,,,,0.1887031763792038,,,,,,,,,,2.148330044746399,8.570534031649764,0.37041015625,0.5295614689588547,0.51759033203125,4.14072265625,0.51759033203125,0.48240966796875,3.967815374955535,414982144.0,1.1243119673295454,,,,,,,,,,,,,,,,
100,grpo_train,-3.828420639038086,0.24413934350013733,-3.6078124046325684,-4.1851372718811035,2.580556869506836,1.24786376953125,0.05541296675801277,4.842877388000488e-08,0.999995231628418,-0.3942936062812805,-0.3937394618988037,0.20682393014431,0.81298828125,0.9946497082710266,7.709066891268137e-05,0.0374114029109478,0.0374114029109478,0.0,413696,0.940422291867435,4355.490119089378,,,,,,,,,,,,3.0830078125,2.8869240283966064,-3.6576759815216064,0.8839222301136364,3.982421875,2.676974296569824,-3.672579765319824,1.0883345170454546,4.900390625,2.5731918811798096,-3.7982895374298096,1.2969637784090908,8.0,2.1851372718811035,-4.1851372718811035,2.0014204545454546
110,grpo_train,-3.8408942222595215,0.23898956179618835,-3.6421098709106445,-4.191134929656982,2.5930914878845215,1.247802734375,0.060762133449316025,-1.1175870895385742e-07,0.9999952912330627,-0.38735395669937134,-0.386746346950531,0.20603059232234955,0.81243896484375,0.9904505014419556,7.287165507856516e-05,0.03700867295265198,0.03700867295265198,0.0,454656,0.8866595001891255,4619.586209955815,,,,,,,,,,,,3.0859375,2.9609310626983643,-3.7324154376983643,0.8845880681818182,3.9892578125,2.718144178390503,-3.715458631515503,1.0898881392045454,4.8896484375,2.5021555423736572,-3.7245678901672363,1.2945223721590908,8.0,2.1911349296569824,-4.191134929656982,2.0014204545454546
120,grpo_train,-3.8775720596313477,0.2898244261741638,-3.642624855041504,-4.17845344543457,2.6256191730499268,1.251953125,0.06595779210329056,-4.842877388000488e-07,0.9999947547912598,-0.3298845887184143,-0.32922500371932983,0.20913195610046387,0.8043009042739868,1.0015007257461548,6.845683565152394e-05,0.04542878642678261,0.04542878642678261,0.0,495616,0.9022395419888198,4539.814327990022,,,,,,,,,,,,3.1298828125,2.9868991374969482,-3.7693698406219482,0.8945756392045454,4.005859375,2.7489819526672363,-3.7504467964172363,1.0936612215909092,4.8955078125,2.5896389484405518,-3.8135159015655518,1.2958540482954546,8.0,2.1769566535949707,-4.176956653594971,2.0014204545454546
130,grpo_train,-3.8550643920898438,0.2675932049751282,-3.6289730072021484,-4.206736087799072,2.6067123413085938,1.24835205078125,0.07627777755260468,1.9744038581848145e-07,0.999995231628418,-0.39344000816345215,-0.3926772177219391,0.21674177050590515,0.8115438222885132,1.003159999847412,6.389458031706073e-05,0.039941348135471344,0.039941348135471344,0.0,536576,0.8795158746652305,4657.107526977904,,,,,,,,,,,,3.1083984375,2.937701463699341,-3.714801073074341,0.8896928267045454,3.98046875,2.7457213401794434,-3.7408390045166016,1.087890625,4.884765625,2.5366902351379395,-3.7578816413879395,1.2934126420454546,8.0,2.2067360877990723,-4.206736087799072,2.0014204545454546
140,grpo_train,-3.810765504837036,0.2747776508331299,-3.6017861366271973,-4.173435211181641,2.564793825149536,1.2459716796875,0.08241847902536392,1.6391277313232422e-07,0.999995231628418,-0.3885519504547119,-0.3877277672290802,0.2174617499113083,0.8055216670036316,1.00589919090271,5.923487409933326e-05,0.039917007088661194,0.039917007088661194,0.0,577536,0.877313916105777,4668.796339377966,,,,,,,,,,,,3.0869140625,2.9380555152893066,-3.7097840309143066,0.8848100142045454,3.9697265625,2.675367593765259,-3.667799234390259,1.08544921875,4.87890625,2.4723167419433594,-3.6920433044433594,1.2920809659090908,8.0,2.1734352111816406,-4.173435211181641,2.0014204545454546
149,validation,,,,,,,,,,,,0.20587581023573875,,,,,,,,,,2.1521921396255492,8.60369824769697,0.367431640625,0.525807648897171,0.51268310546875,4.10146484375,0.51268310546875,0.48731689453125,3.828450709115714,411688960.0,1.1153897372159092,,,,,,,,,,,,,,,,
150,grpo_train,-3.872685432434082,0.26854178309440613,-3.6386942863464355,-4.288722991943359,2.625493049621582,1.2471923828125,0.08975408226251602,-3.725290298461914e-08,0.9999959468841553,-0.41814443469047546,-0.41724690794944763,0.2219223827123642,0.8034464120864868,1.0150431394577026,5.4528769714769045e-05,0.042749520391225815,0.042749520391225815,0.0,618496,0.9725193330086768,4211.741464643414,,,,,,,,,,,,3.09375,2.9130465984344482,-3.6864840984344482,0.8863636363636364,3.9921875,2.7647855281829834,-3.7628324031829834,1.0905539772727273,4.869140625,2.535416603088379,-3.752701759338379,1.2898615056818181,8.0,2.2887232303619385,-4.288722991943359,2.0014204545454546
160,grpo_train,-3.815896511077881,0.24841885268688202,-3.628458261489868,-4.164474010467529,2.568643093109131,1.24725341796875,0.09491992741823196,-1.7881393432617188e-07,0.9999946355819702,-0.42124658823013306,-0.42029738426208496,0.22763071954250336,0.7999064326286316,1.0142920017242432,4.982782822782109e-05,0.03821872919797897,0.03821872919797897,0.0,659456,0.9101285417564213,4500.463189622963,,,,,,,,,,,,3.115234375,2.9058403968811035,-3.6846489906311035,0.8912464488636364,3.966796875,2.7041685581207275,-3.6958677768707275,1.0847833806818181,4.8740234375,2.500088930130005,-3.718594789505005,1.2909712357954546,8.0,2.1644742488861084,-4.164474010467529,2.0014204545454546
170,grpo_train,-3.9343063831329346,0.2780129909515381,-3.7479870319366455,-4.2546467781066895,2.6864426136016846,1.24786376953125,0.09877955168485641,9.872019290924072e-08,0.999994695186615,-0.31078997254371643,-0.30980217456817627,0.2272377759218216,0.7997029423713684,1.0044593811035156,4.518355413715567e-05,0.04908616468310356,0.04908616468310356,0.0,700416,0.8948468747548759,4577.319444873751,,,,,,,,,,,,3.1142578125,3.068974256515503,-3.847538709640503,0.8910245028409091,3.98046875,2.8288321495056152,-3.8239493370056152,1.087890625,4.87109375,2.6073641777038574,-3.8251378536224365,1.2903053977272727,8.0,2.2405996322631836,-4.240599632263184,2.0014204545454546
180,grpo_train,-3.847275495529175,0.2575693428516388,-3.6116485595703125,-4.163095951080322,2.599167585372925,1.24810791015625,0.10275778919458389,1.9744038581848145e-07,0.999994695186615,-0.37252694368362427,-0.37149935960769653,0.23222565650939941,0.7982991933822632,1.0039269924163818,4.064683108158692e-05,0.04609071835875511,0.04609071835875511,0.0,741376,0.8744186251424253,4684.255209377366,,,,,,,,,,,,3.0908203125,2.9676225185394287,-3.7403275966644287,0.8856977982954546,3.98828125,2.7004802227020264,-3.6975505352020264,1.0896661931818181,4.890625,2.5654714107513428,-3.7881274223327637,1.2947443181818181,8.0,2.1630959510803223,-4.163095951080322,2.0014204545454546
190,grpo_train,-3.9293551445007324,0.2677994668483734,-3.7214980125427246,-4.323635101318359,2.6810028553009033,1.24835205078125,0.11731022596359253,-2.7194619178771973e-07,0.9999955892562866,-0.4300699830055237,-0.42889687418937683,0.2413070797920227,0.7918905019760132,1.0056488513946533,3.6267364348282024e-05,0.04275054484605789,0.04275054484605789,0.0,782336,0.904579000081867,4528.073280088638,,,,,,,,,,,,3.0849609375,2.9922544956207275,-3.7634947299957275,0.8843661221590909,3.994140625,2.799889087677002,-3.798424243927002,1.0909978693181819,4.89453125,2.6082332134246826,-3.8318660259246826,1.2956321022727273,8.0,2.3236351013183594,-4.323635101318359,2.0014204545454546
199,validation,,,,,,,,,,,,0.22053658291697503,,,,,,,,,,2.158541667461395,8.658501472389537,0.36494140625,0.5245160460472107,0.510498046875,4.083984375,0.510498046875,0.489501953125,3.9514564578421414,410222592.0,1.1114169034090908,,,,,,,,,,,,,,,,
200,grpo_train,-3.8797872066497803,0.2079920470714569,-3.705648899078369,-4.192957878112793,2.6309468746185303,1.24884033203125,0.11530256271362305,-1.7508864402770996e-07,0.9999945163726807,-0.3994397521018982,-0.39828673005104065,0.23947662115097046,0.79718017578125,0.9874735474586487,3.2093136291233364e-05,0.044237151741981506,0.044237151741981506,0.0,823296,0.9505946659483016,4308.881741845123,,,,,,,,,,,,3.0830078125,3.009009838104248,-3.779761791229248,0.8839222301136364,3.9892578125,2.795400857925415,-3.792715311050415,1.0898881392045454,4.9091796875,2.526418447494507,-3.753713369369507,1.2989612926136365,8.0,2.192957878112793,-4.192957878112793,2.0014204545454546
210,grpo_train,-3.937195301055908,0.24237897992134094,-3.730804920196533,-4.271224498748779,2.688965320587158,1.24822998046875,0.1258469521999359,-9.313225746154785e-08,0.9999947547912598,-0.3838743567466736,-0.3826158940792084,0.24376676976680756,0.7923177480697632,0.9948237538337708,2.8169880626547352e-05,0.047569241374731064,0.047569241374731064,0.0,864256,0.913893916644156,4481.9206314892945,,,,,,,,,,,,3.087890625,3.0612270832061768,-3.8331997394561768,0.8850319602272727,3.9970703125,2.8108904361724854,-3.8101580142974854,1.0916637073863635,4.88671875,2.6125197410583496,-3.8341991901397705,1.2938565340909092,8.0,2.2712242603302,-4.271224498748779,2.0014204545454546
220,grpo_train,-3.8794941902160645,0.27378371357917786,-3.6353328227996826,-4.21121072769165,2.6317524909973145,1.24774169921875,0.12114115059375763,-4.0978193283081055e-08,0.9999954104423523,-0.3397684693336487,-0.33855706453323364,0.23821838200092316,0.7966715097427368,0.9927154183387756,2.4540581364280337e-05,0.04819559305906296,0.04819559305906296,0.0,905216,0.8587647499516606,4769.641511520544,,,,,,,,,,,,3.0751953125,2.998110055923462,-3.766908884048462,0.8821466619318182,4.00390625,2.7737503051757812,-3.7747268676757812,1.0932173295454546,4.884765625,2.5587387084960938,-3.7799301147460938,1.2934126420454546,8.0,2.196411371231079,-4.1964111328125,2.0014204545454546
230,grpo_train,-3.883075714111328,0.2164299637079239,-3.675947666168213,-4.152819633483887,2.636554479598999,1.24652099609375,0.12330016493797302,-4.284083843231201e-08,0.9999937415122986,-0.3100280165672302,-0.3087950050830841,0.23931092023849487,0.79840087890625,0.9986129999160767,2.124500186662937e-05,0.051242418587207794,0.051242418587207794,0.0,946176,0.8904217500239611,4600.067327521792,,,,,,,,,,,,3.0771484375,3.0114121437072754,-3.7806992530822754,0.8825905539772727,3.9716796875,2.82620906829834,-3.81912899017334,1.0858931107954546,4.8955078125,2.5576961040496826,-3.7815730571746826,1.2958540482954546,8.0,2.1509010791778564,-4.1509013175964355,2.0014204545454546
240,grpo_train,-3.907604217529297,0.2695976495742798,-3.6868906021118164,-4.2836785316467285,2.663463592529297,1.244140625,0.1344819962978363,-8.195638656616211e-08,0.9999955296516418,-0.41944438219070435,-0.4180995523929596,0.24178044497966766,0.7921346426010132,1.006183385848999,1.8319249192215093e-05,0.04393034428358078,0.04393034428358078,0.0,987136,0.8498569582588971,4819.634598734686,,,,,,,,,,,,3.068359375,3.035362720489502,-3.802452564239502,0.8805930397727273,3.978515625,2.7924141883850098,-3.7870430946350098,1.0874467329545454,4.859375,2.5423989295959473,-3.7572426795959473,1.2876420454545454,8.0,2.2836787700653076,-4.2836785316467285,2.0014204545454546
249,validation,,,,,,,,,,,,0.2293974794447422,,,,,,,,,,2.1597570419311523,8.669031191505175,0.3650390625,0.5236555695533752,0.50946044921875,4.07568359375,0.50946044921875,0.49053955078125,4.212412916123867,409526272.0,1.1095303622159092,,,,,,,,,,,,,,,,
250,grpo_train,-3.839966297149658,0.25529250502586365,-3.6460986137390137,-4.149529457092285,2.591736316680908,1.24822998046875,0.12742388248443604,-1.3783574104309082e-07,0.9999946355819702,-0.3237593173980713,-0.322485089302063,0.24378791451454163,0.7926838994026184,0.9963029026985168,1.5795378499591492e-05,0.052961841225624084,0.052961841225624084,0.0,1028096,0.9928679172880948,4125.422857037979,,,,,,,,,,,,3.1025390625,3.071992874145508,-3.847627639770508,0.8883611505681818,3.974609375,2.7214276790618896,-3.7150800228118896,1.0865589488636365,4.89453125,2.463601589202881,-3.6872339248657227,1.2956321022727273,8.0,2.1099226474761963,-4.109922409057617,2.0014204545454546
260,grpo_train,-3.9322195053100586,0.28433626890182495,-3.729637384414673,-4.295345306396484,2.6814870834350586,1.250732421875,0.13780245184898376,-1.4528632164001465e-07,0.9999950528144836,-0.40962091088294983,-0.4082428812980652,0.24797506630420685,0.786376953125,1.007409930229187,1.3701041844220871e-05,0.04709005355834961,0.04709005355834961,0.0,1069056,0.8715561670251191,4699.639742072927,,,,,,,,,,,,3.1171875,3.0580458641052246,-3.8373425006866455,0.8916903409090909,4.00390625,2.7648556232452393,-3.7658321857452393,1.0932173295454546,4.890625,2.6077017784118652,-3.8303580284118652,1.2947443181818181,8.0,2.2953455448150635,-4.295345306396484,2.0014204545454546
270,grpo_train,-3.872925281524658,0.22506733238697052,-3.694484233856201,-4.148488998413086,2.627624988555908,1.24530029296875,0.13491231203079224,3.296881914138794e-07,0.9999929666519165,-0.36584538221359253,-0.36449626088142395,0.24602419137954712,0.7948201894760132,1.0021870136260986,1.205918521676755e-05,0.04737977311015129,0.04737977311015129,0.0,1110016,0.8853552080690861,4626.3917156292155,,,,,,,,,,,,3.0751953125,2.992509126663208,-3.761307954788208,0.8821466619318182,3.9638671875,2.8199338912963867,-3.8109006881713867,1.0841175426136365,4.8857421875,2.550657272338867,-3.772092819213867,1.2936345880681819,8.0,2.147400140762329,-4.14739990234375,2.0014204545454546
280,grpo_train,-3.921550750732422,0.22782090306282043,-3.7047665119171143,-4.2223920822143555,2.675884246826172,1.24566650390625,0.13692551851272583,-6.258487701416016e-07,0.9999945163726807,-0.3729313313961029,-0.37156206369400024,0.2465539276599884,0.79620361328125,0.9933182001113892,1.0887797142022524e-05,0.0490177646279335,0.0490177646279335,0.0,1150976,0.8894333331845701,4605.179328432052,,,,,,,,,,,,3.0634765625,3.080683708190918,-3.846552848815918,0.8794833096590909,3.9794921875,2.772578001022339,-3.767451047897339,1.0876686789772727,4.8876953125,2.6278836727142334,-3.8498072624206543,1.2940784801136365,8.0,2.2223925590515137,-4.2223920822143555,2.0014204545454546
290,grpo_train,-3.856072425842285,0.2341630756855011,-3.6608376502990723,-4.204070568084717,2.611504554748535,1.24456787109375,0.1451537311077118,1.6763806343078613e-07,0.9999951124191284,-0.41871875524520874,-0.41726720333099365,0.25195953249931335,0.7924397587776184,1.0083601474761963,1.01997115928614e-05,0.049448274075984955,0.049448274075984955,0.0,1191936,0.919704542029649,4453.60418788489,,,,,,,,,,,,3.09375,2.95619797706604,-3.72963547706604,0.8863636363636364,3.96484375,2.6965813636779785,-3.6877923011779785,1.0843394886363635,4.8544921875,2.5891683101654053,-3.8027913570404053,1.2865323153409092,8.0,2.204070568084717,-4.204070568084717,2.0014204545454546
299,grpo_train,-3.8203179836273193,0.25088295340538025,-3.5822534561157227,-4.140401363372803,2.5746517181396484,1.24566650390625,0.13937681913375854,1.2665987014770508e-07,0.9999947547912598,-0.3749597668647766,-0.37356600165367126,0.2476232796907425,0.7906697988510132,0.9978942275047302,1e-05,0.048067327588796616,0.048067327588796616,0.0,1228800,0.9295957498252392,4406.216358852796,,,,,,,,,,,,3.0791015625,2.9963200092315674,-3.7660953998565674,0.8830344460227273,3.9853515625,2.6513497829437256,-3.6476876735687256,1.0890003551136365,4.8662109375,2.5105350017547607,-3.7270877361297607,1.2891956676136365,8.0,2.1404013633728027,-4.140401363372803,2.0014204545454546
299,validation,,,,,,,,,,,,0.23396373987197877,,,,,,,,,,2.1596176743507387,8.667823093790268,0.3650390625,0.5236343294382095,0.50888671875,4.07109375,0.50888671875,0.49111328125,4.007260791957378,409141248.0,1.1084872159090908,,,,,,,,,,,,,,,,
