step,split,mean_reward,reward_std,best_group_reward,worst_group_reward,mean_ce_component,mean_compute_penalty,mean_kl,mean_advantage,advantage_std,policy_loss,total_policy_loss,routing_entropy,clip_fraction,mean_probability_ratio,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,val_loss,val_perplexity,val_accuracy,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,validation_time_sec,estimated_block_flops,estimated_flops_vs_dense,estimated_flops_vs_full_dense,budget_3_depth,budget_3_ce,budget_3_reward,budget_3_flops_vs_dense,budget_3_flops_vs_full_dense,budget_4_depth,budget_4_ce,budget_4_reward,budget_4_flops_vs_dense,budget_4_flops_vs_full_dense,budget_5_depth,budget_5_ce,budget_5_reward,budget_5_flops_vs_dense,budget_5_flops_vs_full_dense,budget_8_depth,budget_8_ce,budget_8_reward,budget_8_flops_vs_dense,budget_8_flops_vs_full_dense
90,grpo_train,-3.202721357345581,0.1830749660730362,-3.0320136547088623,-3.4239354133605957,2.576897144317627,0.625823974609375,0.026576120406389236,2.8312206268310547e-07,0.9999920129776001,0.2134980410337448,0.21376380324363708,0.20451197028160095,0.6020711660385132,1.0000799894332886,8.106765275542056e-05,0.061939239501953125,0.061939239501953125,0.0,372736,1.1742484159767628,3488.1886526479725,,,,,,,,,,,,,3.1142578125,3.0346531867980957,-3.4239354133605957,0.8910245028409091,0.44551225142045453,4.0078125,2.6987662315368652,-3.1997427940368652,1.0941051136363635,0.5470525568181818,4.904296875,2.4275457859039307,-3.0405828952789307,1.2978515625,0.64892578125,8.0,2.1466236114501953,-3.1466236114501953,2.0014204545454546,1.0007102272727273
99,validation,,,,,,,,,,,,0.19368868172168732,,,,,,,,,,2.145213317871094,8.543863601710168,0.370556640625,0.5581379979848862,0.5480712890625,4.3845703125,0.5480712890625,0.4519287109375,4.556380707770586,435437568.0,1.1797318892045454,0.5898659446022727,,,,,,,,,,,,,,,,,,,,
100,grpo_train,-3.2047178745269775,0.12606947124004364,-3.082491397857666,-3.31416916847229,2.5788636207580566,0.6258544921875,0.0318991020321846,-8.046627044677734e-07,0.9999845623970032,0.14140374958515167,0.14172273874282837,0.20931875705718994,0.5883382558822632,0.9943311214447021,7.709066891268137e-05,0.05638669431209564,0.05638669431209564,0.0,413696,1.1566356671974063,3541.3052840786418,,,,,,,,,,,,,3.10546875,2.884026050567627,-3.272209405899048,0.8890269886363636,0.4445134943181818,4.0,2.6712212562561035,-3.1712212562561035,1.0923295454545454,0.5461647727272727,4.921875,2.5750699043273926,-3.1903042793273926,1.3018465909090908,0.6509232954545454,8.0,2.1851372718811035,-3.1851370334625244,2.0014204545454546,1.0007102272727273
110,grpo_train,-3.2124452590942383,0.15087124705314636,-3.1023507118225098,-3.3527941703796387,2.5864076614379883,0.62603759765625,0.03451494872570038,2.1792948246002197e-07,0.9999876618385315,0.16566511988639832,0.1660102754831314,0.20746061205863953,0.587158203125,0.9915780425071716,7.287165507856516e-05,0.05749742314219475,0.05749742314219475,0.0,454656,1.1327814161777496,3615.878528287296,,,,,,,,,,,,,3.1044921875,2.948866844177246,-3.336928367614746,0.8888050426136364,0.4444025213068182,4.015625,2.7040717601776123,-3.2060248851776123,1.0958806818181819,0.5479403409090909,4.9130859375,2.5015578269958496,-3.1156935691833496,1.2998490767045454,0.6499245383522727,8.0,2.1911349296569824,-3.1911349296569824,2.0014204545454546,1.0007102272727273
120,grpo_train,-3.2539591789245605,0.2392367273569107,-3.096588611602783,-3.4340453147888184,2.6257548332214355,0.628204345703125,0.039351727813482285,7.341150194406509e-07,0.9999890327453613,0.3631473183631897,0.3635408282279968,0.21137769520282745,0.5871785283088684,0.9997919797897339,6.845683565152394e-05,0.05627550929784775,0.05627550929784775,0.0,495616,0.8668063748627901,4725.392104607411,,,,,,,,,,,,,3.1484375,2.9855878353118896,-3.3791425228118896,0.8987926136363636,0.4493963068181818,4.029296875,2.7484781742095947,-3.2521402835845947,1.0989879261363635,0.5494939630681818,4.9248046875,2.591996431350708,-3.207597255706787,1.3025124289772727,0.6512562144886364,8.0,2.1769566535949707,-3.1769566535949707,2.0014204545454546,1.0007102272727273
130,grpo_train,-3.2355971336364746,0.18992264568805695,-3.1202807426452637,-3.3881332874298096,2.6084303855895996,0.627166748046875,0.0446462482213974,-1.5455298125743866e-06,0.9999854564666748,0.16984981298446655,0.17029628157615662,0.21764200925827026,0.5879312753677368,1.0037546157836914,6.389458031706073e-05,0.05996032431721687,0.05996032431721687,0.0,536576,0.9727421249262989,4210.77682876162,,,,,,,,,,,,,3.14453125,2.941460132598877,-3.334526777267456,0.8979048295454546,0.4489524147727273,4.0107421875,2.7521965503692627,-3.2535393238067627,1.0947709517045454,0.5473854758522727,4.9140625,2.53332781791687,-3.14758563041687,1.3000710227272727,0.6500355113636364,8.0,2.2067360877990723,-3.2067360877990723,2.0014204545454546,1.0007102272727273
140,grpo_train,-3.1897101402282715,0.19361944496631622,-3.052741289138794,-3.3624658584594727,2.5633370876312256,0.626373291015625,0.04791499674320221,-1.0989606380462646e-07,0.9999908208847046,0.11727624386548996,0.11775539070367813,0.2184879183769226,0.5848184823989868,1.0057141780853271,5.923487409933326e-05,0.060953035950660706,0.060953035950660706,0.0,577536,1.0626757079735398,3854.421409341173,,,,,,,,,,,,,3.1240234375,2.9285199642181396,-3.3190228939056396,0.8932439630681818,0.4466219815340909,4.0146484375,2.6751933097839355,-3.1770243644714355,1.0956587357954546,0.5478293678977273,4.9052734375,2.4761993885040283,-3.0893585681915283,1.2980735085227273,0.6490367542613636,8.0,2.1734352111816406,-3.1734354496002197,2.0014204545454546,1.0007102272727273
149,validation,,,,,,,,,,,,0.20955023020505906,,,,,,,,,,2.1487528800964357,8.574158722676783,0.3689453125,0.5576404809951783,0.546966552734375,4.375732421875,0.546966552734375,0.453033447265625,3.8343701250851154,434696192.0,1.1777232776988635,0.5888616388494318,,,,,,,,,,,,,,,,,,,,
150,grpo_train,-3.2476067543029785,0.13501112163066864,-3.123603343963623,-3.3470513820648193,2.6208977699279785,0.626708984375,0.051754798740148544,-5.122274160385132e-08,0.9999852776527405,-0.023994896560907364,-0.023477349430322647,0.22208434343338013,0.5783488154411316,1.0141656398773193,5.4528769714769045e-05,0.053567592054605484,0.053567592054605484,0.0,618496,0.9449596251361072,4334.576727984577,,,,,,,,,,,,,3.126953125,2.907118320465088,-3.297987461090088,0.8939098011363636,0.4469549005681818,4.025390625,2.761220693588257,-3.264394521713257,1.0981001420454546,0.5490500710227273,4.90234375,2.5265302658081055,-3.1393232345581055,1.2974076704545454,0.6487038352272727,8.0,2.2887232303619385,-3.2887229919433594,2.0014204545454546,1.0007102272727273
160,grpo_train,-3.1953468322753906,0.15417300164699554,-3.0892560482025146,-3.30747652053833,2.5690040588378906,0.6263427734375,0.05638575181365013,3.5390257835388184e-07,0.9999844431877136,0.14899876713752747,0.14956262707710266,0.22845309972763062,0.5780843496322632,1.012452483177185,4.982782822782109e-05,0.060346364974975586,0.060346364974975586,0.0,659456,0.8753767092712224,4679.128375953758,,,,,,,,,,,,,3.1416015625,2.8937976360321045,-3.2864978313446045,0.8972389914772727,0.44861949573863635,4.0029296875,2.712460994720459,-3.212827205657959,1.0929953835227273,0.5464976917613636,4.8984375,2.5052835941314697,-3.117588520050049,1.2965198863636365,0.6482599431818182,8.0,2.1644742488861084,-3.1644740104675293,2.0014204545454546,1.0007102272727273
170,grpo_train,-3.3116886615753174,0.23253756761550903,-3.1546967029571533,-3.4749486446380615,2.6847355365753174,0.626953125,0.05746108293533325,3.979075700044632e-07,0.9999884963035583,0.2409408688545227,0.24151547253131866,0.22741377353668213,0.5800374150276184,1.0001866817474365,4.518355413715567e-05,0.06864360719919205,0.06864360719919205,0.0,700416,0.8601056248880923,4762.205805284587,,,,,,,,,,,,,3.1396484375,3.070295572280884,-3.462751626968384,0.8967950994318182,0.4483975497159091,4.0029296875,2.82612943649292,-3.32649564743042,1.0929953835227273,0.5464976917613636,4.919921875,2.6019175052642822,-3.2169077396392822,1.3014026988636365,0.6507013494318182,8.0,2.2405996322631836,-3.2405996322631836,2.0014204545454546,1.0007102272727273
180,grpo_train,-3.2228007316589355,0.1957225799560547,-3.0777506828308105,-3.3896429538726807,2.5960307121276855,0.62677001953125,0.061773866415023804,3.655441105365753e-07,0.9999904036521912,0.284262478351593,0.28488022089004517,0.23149318993091583,0.5791219472885132,1.002787709236145,4.064683108158692e-05,0.06645436584949493,0.06645436584949493,0.0,741376,0.8808821672573686,4649.88411872716,,,,,,,,,,,,,3.12109375,2.959218740463257,-3.349355459213257,0.892578125,0.4462890625,4.009765625,2.69425630569458,-3.19547700881958,1.0945490056818181,0.5472745028409091,4.92578125,2.567551612854004,-3.183274269104004,1.302734375,0.6513671875,8.0,2.1630959510803223,-3.1630959510803223,2.0014204545454546,1.0007102272727273
190,grpo_train,-3.307150363922119,0.14879202842712402,-3.2118704319000244,-3.393214225769043,2.679861545562744,0.627288818359375,0.07192408293485641,8.866190910339355e-07,0.9999822974205017,0.08790448307991028,0.08862372487783432,0.24272258579730988,0.5642293691635132,1.005324125289917,3.6267364348282024e-05,0.06515438854694366,0.06515438854694366,0.0,782336,0.9422687077894807,4346.955349508558,,,,,,,,,,,,,3.1171875,2.982950210571289,-3.372598648071289,0.8916903409090909,0.44584517045454547,4.0322265625,2.7986807823181152,-3.3027091026306152,1.0996537642045454,0.5498268821022727,4.923828125,2.614180326461792,-3.229658842086792,1.3022904829545454,0.6511452414772727,8.0,2.3236351013183594,-3.3236351013183594,2.0014204545454546,1.0007102272727273
199,validation,,,,,,,,,,,,0.2220817305147648,,,,,,,,,,2.1506574034690855,8.590503968375527,0.368212890625,0.5582392692565918,0.547198486328125,4.377587890625,0.547198486328125,0.452801513671875,5.32920949999243,434851840.0,1.1781449751420454,0.5890724875710227,,,,,,,,,,,,,,,,,,,,
200,grpo_train,-3.259364128112793,0.14412565529346466,-3.1051363945007324,-3.430372476577759,2.631770133972168,0.627593994140625,0.07191243767738342,-1.0337680578231812e-07,0.9999912977218628,0.301895409822464,0.3026145398616791,0.24086616933345795,0.5693359375,0.9893320202827454,3.2093136291233364e-05,0.07091128826141357,0.07091128826141357,0.0,823296,1.083353125024587,3780.854003542973,,,,,,,,,,,,,3.1220703125,3.01835036277771,-3.40860915184021,0.8928000710227273,0.44640003551136365,4.017578125,2.788151264190674,-3.290348529815674,1.0963245738636365,0.5481622869318182,4.943359375,2.5276215076446533,-3.1455414295196533,1.3067294034090908,0.6533647017045454,8.0,2.192957878112793,-3.192957878112793,2.0014204545454546,1.0007102272727273
210,grpo_train,-3.31527042388916,0.1671331226825714,-3.1712663173675537,-3.4650135040283203,2.687920570373535,0.627349853515625,0.07962150871753693,2.621673047542572e-07,0.9999877214431763,0.18517236411571503,0.1859685778617859,0.24391984939575195,0.5665487051010132,0.9972406625747681,2.8169880626547352e-05,0.0603613518178463,0.0603613518178463,0.0,864256,0.8871486666612327,4617.039008146424,,,,,,,,,,,,,3.1171875,3.068525791168213,-3.458174228668213,0.8916903409090909,0.44584517045454547,4.029296875,2.804100275039673,-3.307762384414673,1.0989879261363635,0.5494939630681818,4.9287109375,2.607832670211792,-3.223921537399292,1.3034002130681819,0.6517001065340909,8.0,2.2712242603302,-3.2712244987487793,2.0014204545454546,1.0007102272727273
220,grpo_train,-3.2585110664367676,0.2158680409193039,-3.1444568634033203,-3.417097330093384,2.6311306953430176,0.62738037109375,0.07573220878839493,-1.1909287422895432e-06,0.9999822378158569,0.32727110385894775,0.32802844047546387,0.23677940666675568,0.5710245370864868,0.9945055842399597,2.4540581364280337e-05,0.06076622009277344,0.06076622009277344,0.0,905216,0.8616996668279171,4753.396290703195,,,,,,,,,,,,,3.111328125,2.995227336883545,-3.384143352508545,0.8903586647727273,0.44517933238636365,4.04296875,2.77018141746521,-3.27555251121521,1.1020951704545454,0.5510475852272727,4.921875,2.5627028942108154,-3.1779372692108154,1.3018465909090908,0.6509232954545454,8.0,2.196411371231079,-3.196411371231079,2.0014204545454546,1.0007102272727273
230,grpo_train,-3.2598698139190674,0.17677700519561768,-3.087374687194824,-3.4212002754211426,2.6330082416534424,0.626861572265625,0.07655492424964905,-1.1175870895385742e-07,0.9999904632568359,0.31092944741249084,0.31169500946998596,0.23737071454524994,0.57757568359375,0.9981719255447388,2.124500186662937e-05,0.060126613825559616,0.060126613825559616,0.0,946176,0.9042351669631898,4529.795068418018,,,,,,,,,,,,,3.109375,3.0063071250915527,-3.3949790000915527,0.8899147727272727,0.44495738636363635,4.0126953125,2.814213752746582,-3.315800666809082,1.09521484375,0.547607421875,4.9375,2.5606110095977783,-3.1777985095977783,1.3053977272727273,0.6526988636363636,8.0,2.1509010791778564,-3.1509010791778564,2.0014204545454546,1.0007102272727273
240,grpo_train,-3.2846837043762207,0.18090513348579407,-3.1284995079040527,-3.4164481163024902,2.6590733528137207,0.6256103515625,0.08422771096229553,8.149072527885437e-07,0.9999885559082031,0.15317408740520477,0.15401636064052582,0.24132654070854187,0.5702717900276184,1.0043574571609497,1.8319249192215093e-05,0.06813301891088486,0.06813301891088486,0.0,987136,3.9475072911009192,1037.6168295455302,,,,,,,,,,,,,3.1044921875,3.0217361450195312,-3.4097976684570312,0.8888050426136364,0.4444025213068182,4.0234375,2.781611919403076,-3.284541606903076,1.09765625,0.548828125,4.8916015625,2.549267053604126,-3.160717010498047,1.2949662642045454,0.6474831321022727,8.0,2.2836787700653076,-3.2836787700653076,2.0014204545454546,1.0007102272727273
249,validation,,,,,,,,,,,,0.22912430688738822,,,,,,,,,,2.1524567723274233,8.605975368897447,0.36826171875,0.5577118486166001,0.545599365234375,4.364794921875,0.545599365234375,0.454400634765625,4.093021041247994,433778688.0,1.1752374822443181,0.5876187411221591,,,,,,,,,,,,,,,,,,,,
250,grpo_train,-3.2150936126708984,0.24053996801376343,-3.033308744430542,-3.4467082023620605,2.5880489349365234,0.627044677734375,0.07996699959039688,7.962808012962341e-08,0.9999923706054688,0.3467288017272949,0.34752845764160156,0.24232274293899536,0.5696614980697632,0.9942502975463867,1.5795378499591492e-05,0.07120739668607712,0.07120739668607712,0.0,1028096,0.9354282082058489,4378.743300735101,,,,,,,,,,,,,3.123046875,3.0563273429870605,-3.4467082023620605,0.8930220170454546,0.4465110085227273,4.005859375,2.7180166244506836,-3.2187490463256836,1.0936612215909092,0.5468306107954546,4.9365234375,2.4679291248321533,-3.084994316101074,1.30517578125,0.652587890625,8.0,2.1099226474761963,-3.1099226474761963,2.0014204545454546,1.0007102272727273
260,grpo_train,-3.306752920150757,0.21127063035964966,-3.1703596115112305,-3.467313766479492,2.678243398666382,0.628509521484375,0.08647187054157257,-5.122274160385132e-08,0.9999905824661255,0.12396709620952606,0.12483181804418564,0.24633479118347168,0.5687662959098816,1.0095160007476807,1.3701041844220871e-05,0.06434372812509537,0.06434372812509537,0.0,1069056,0.9350910000503063,4380.322342723481,,,,,,,,,,,,,3.158203125,3.0527114868164062,-3.4474868774414062,0.9010120738636364,0.4505060369318182,4.033203125,2.7628378868103027,-3.2669882774353027,1.0998757102272727,0.5499378551136364,4.9208984375,2.602078676223755,-3.217190980911255,1.3016246448863635,0.6508123224431818,8.0,2.2953455448150635,-3.2953455448150635,2.0014204545454546,1.0007102272727273
270,grpo_train,-3.253051519393921,0.1911165416240692,-3.088413715362549,-3.415738582611084,2.626739263534546,0.626312255859375,0.08499918133020401,7.702037692070007e-07,0.99998939037323,0.27361932396888733,0.2744693160057068,0.24457469582557678,0.5666911005973816,1.0043628215789795,1.205918521676755e-05,0.060751527547836304,0.060751527547836304,0.0,1110016,0.905886874999851,4521.53587058061,,,,,,,,,,,,,3.109375,2.992549419403076,-3.381221294403076,0.8899147727272727,0.44495738636363635,4.0029296875,2.8229081630706787,-3.3232743740081787,1.0929953835227273,0.5464976917613636,4.9296875,2.5440993309020996,-3.1603102684020996,1.3036221590909092,0.6518110795454546,8.0,2.147400140762329,-3.14739990234375,2.0014204545454546,1.0007102272727273
280,grpo_train,-3.304694652557373,0.17794424295425415,-3.135199546813965,-3.4959323406219482,2.678565502166748,0.626129150390625,0.08736269176006317,2.1659070625901222e-07,0.9999926090240479,0.29583561420440674,0.29670923948287964,0.24578410387039185,0.5688069462776184,0.9922517538070679,1.0887797142022524e-05,0.07288806140422821,0.07288806140422821,0.0,1150976,2.2199754589237273,1845.065441392669,,,,,,,,,,,,,3.1083984375,3.0858123302459717,-3.4743621349334717,0.8896928267045454,0.4448464133522727,4.0048828125,2.7767174243927,-3.2773280143737793,1.0934392755681819,0.5467196377840909,4.9228515625,2.6293396949768066,-3.2446961402893066,1.3020685369318181,0.6510342684659091,8.0,2.2223925590515137,-3.2223925590515137,2.0014204545454546,1.0007102272727273
290,grpo_train,-3.2327980995178223,0.13214638829231262,-3.1264142990112305,-3.365736484527588,2.6068520545959473,0.625946044921875,0.08945339918136597,-3.73227521777153e-07,0.9999876618385315,0.2032601535320282,0.20415468513965607,0.2498491257429123,0.5653889775276184,1.0060269832611084,1.01997115928614e-05,0.06992626935243607,0.06992626935243607,0.0,1191936,0.8707156251184642,4704.176520827593,,,,,,,,,,,,,3.13671875,2.9598827362060547,-3.3519725799560547,0.8961292613636364,0.4480646306818182,3.9970703125,2.689769744873047,-3.189403533935547,1.0916637073863635,0.5458318536931818,4.896484375,2.573685884475708,-3.185746431350708,1.2960759943181819,0.6480379971590909,8.0,2.204070568084717,-3.2040703296661377,2.0014204545454546,1.0007102272727273
299,grpo_train,-3.194185733795166,0.1933724582195282,-3.017237663269043,-3.4028921127319336,2.568056583404541,0.626129150390625,0.08641527593135834,4.921457730233669e-08,0.9999921321868896,0.20172691345214844,0.20259106159210205,0.24521926045417786,0.5665283203125,1.0001475811004639,1e-05,0.06346189975738525,0.06346189975738525,0.0,1228800,0.8735242080874741,4689.051502039002,,,,,,,,,,,,,3.11328125,2.9810478687286377,-3.3702080249786377,0.8908025568181818,0.4454012784090909,4.0146484375,2.6530656814575195,-3.1548967361450195,1.0956587357954546,0.5478293678977273,4.908203125,2.497711181640625,-3.111236572265625,1.2987393465909092,0.6493696732954546,8.0,2.1404013633728027,-3.1404013633728027,2.0014204545454546,1.0007102272727273
299,validation,,,,,,,,,,,,0.23283464908599855,,,,,,,,,,2.152637553215027,8.607531305400885,0.36826171875,0.5580252170562744,0.545660400390625,4.365283203125,0.545660400390625,0.454339599609375,3.9281478747725487,433819648.0,1.1753484552556819,0.5876742276278409,,,,,,,,,,,,,,,,,,,,
