step,split,train_loss,train_perplexity,train_accuracy,val_loss,val_perplexity,val_accuracy,total_loss,density_loss,lambda_density,target_density,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,routing_entropy,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,validation_time_sec,mor_aux_loss,mor_router_accuracy,mean_recursions_per_token,estimated_block_flops,estimated_flops_vs_full_dense,layer_0_density,layer_1_density,layer_2_density,layer_3_density,layer_4_density,layer_5_density,layer_6_density,layer_7_density,layer_0_soft_probability,layer_1_soft_probability,layer_2_soft_probability,layer_3_soft_probability,layer_4_soft_probability,layer_5_soft_probability,layer_6_soft_probability,layer_7_soft_probability,recursion_1_utilization,recursion_1_soft_utilization,recursion_2_utilization,recursion_2_soft_utilization,recursion_3_utilization,recursion_3_soft_utilization
199,validation,,,,2.5140002965927124,12.354252015757455,0.277490234375,,0.9818546295166015,,0.75,0.5794372379779815,0.694793701171875,5.558349609375,0.694793701171875,0.305206298828125,0.6920194983482361,,,,,,,,6.958170999772847,1.9927496075630189,0.799781596660614,1.7791748046875,506778074.2942188,0.6865074340514415,1.0,1.0,1.0,0.619702160358429,0.619702160358429,0.15947265923023224,0.15947265923023224,1.0,1.0,0.5125366449356079,0.5125366449356079,0.500658392906189,0.500658392906189,0.30455389618873596,0.30455389618873596,1.0,1.0,0.5125366449356079,0.619702160358429,0.500658392906189,0.15947265923023224,0.30455389618873596
199,validation_oracle_topk,,,,2.5105313062667847,12.311469484028423,0.27755126953125,,0.6207275390625,,0.75,0.5849803715944291,0.748046875,5.984375,0.748046875,0.251953125,0.6920342803001404,,,,,,,,3.116115082986653,1.9899919271469115,0.8154780298471451,1.9921875,544852224.0,0.7380846196954901,,,,,,,,,,,,,,,,,1.0,0.5125366449356079,0.6640625,0.500658392906189,0.328125,0.32672637701034546
200,train,2.4665608406066895,11.781857409292611,0.2763671875,,,,2.4685471057891846,0.0,0.0,0.75,0.5856969952583313,0.748046875,5.984375,0.748046875,0.251953125,0.692027747631073,0.01,1.6834715604782104,0.004425227176398039,1.683465838432312,823296,0.4077079161070287,10046.40782820794,,1.9862370491027832,0.8280426859855652,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5139725804328918,0.5139725804328918,0.5016582012176514,0.5016582012176514,0.32715725898742676,0.32715725898742676,1.0,1.0,0.5139725804328918,0.6640625,0.5016582012176514,0.328125,0.32715725898742676
220,train,2.4480676651000977,11.565975773466219,0.287353515625,,,,2.450045585632324,0.0,0.0,0.75,0.5855060815811157,0.748046875,5.984375,0.748046875,0.251953125,0.6917080879211426,0.01,2.1364586353302,0.0050210775807499886,2.1364529132843018,905216,0.3201168328523636,12795.328391522155,,1.977980375289917,0.8140682578086853,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5147705078125,0.5147705078125,0.5009990930557251,0.5009990930557251,0.3262549042701721,0.3262549042701721,1.0,1.0,0.5147705078125,0.6640625,0.5009990930557251,0.328125,0.3262549042701721
240,train,2.42405366897583,11.291538828154678,0.28662109375,,,,2.4260215759277344,0.0,0.0,0.75,0.5856813192367554,0.748046875,5.984375,0.748046875,0.251953125,0.6912003755569458,0.01,1.9534941911697388,0.004811140708625317,1.9534882307052612,987136,0.5949589172378182,6884.5089657892095,,1.967803716659546,0.8050139546394348,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5144720673561096,0.5144720673561096,0.5028667449951172,0.5028667449951172,0.3253864049911499,0.3253864049911499,1.0,1.0,0.5144720673561096,0.6640625,0.5028667449951172,0.328125,0.3253864049911499
260,train,2.4379873275756836,11.449972492271772,0.28466796875,,,,2.439940929412842,0.0,0.0,0.75,0.5858839154243469,0.748046875,5.984375,0.748046875,0.251953125,0.6906315684318542,0.01,1.5026583671569824,0.003912604879587889,1.5026532411575317,1069056,0.3454067502170801,11858.48278131727,,1.953618049621582,0.8041417598724365,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5161893963813782,0.5161893963813782,0.5040201544761658,0.5040201544761658,0.32332611083984375,0.32332611083984375,1.0,1.0,0.5161893963813782,0.6640625,0.5040201544761658,0.328125,0.32332611083984375
280,train,2.4824466705322266,11.97051652816353,0.293212890625,,,,2.4843883514404297,0.0,0.0,0.75,0.5863260626792908,0.748046875,5.984375,0.748046875,0.251953125,0.6900791525840759,0.01,1.8732727766036987,0.0050722043961286545,1.8732658624649048,1150976,0.31953324982896447,12818.697278585101,,1.9417766332626343,0.8043639063835144,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5185920000076294,0.5185920000076294,0.5054367780685425,0.5054367780685425,0.3212754726409912,0.3212754726409912,1.0,1.0,0.5185920000076294,0.6640625,0.5054367780685425,0.328125,0.3212754726409912
300,train,2.4770970344543457,11.906649605784787,0.2744140625,,,,2.4790282249450684,0.0,0.0,0.75,0.5862847566604614,0.748046875,5.984375,0.748046875,0.251953125,0.6893165111541748,0.01,1.8285017013549805,0.003896556096151471,1.8284975290298462,1232896,0.33881883323192596,12089.05644626972,,1.93119215965271,0.7964470386505127,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.519945502281189,0.519945502281189,0.504901647567749,0.504901647567749,0.32029175758361816,0.32029175758361816,1.0,1.0,0.519945502281189,0.6640625,0.504901647567749,0.328125,0.32029175758361816
320,train,2.403583526611328,11.062749089121683,0.290771484375,,,,2.405503273010254,0.0,0.0,0.75,0.5876612663269043,0.748046875,5.984375,0.748046875,0.251953125,0.6890089511871338,0.01,1.8686779737472534,0.006635787431150675,1.868666172027588,1314816,0.3169659171253443,12922.525037227379,,1.9196821451187134,0.8076200485229492,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5227827429771423,0.5227827429771423,0.5079071521759033,0.5079071521759033,0.3199551999568939,0.3199551999568939,1.0,1.0,0.5227827429771423,0.6640625,0.5079071521759033,0.328125,0.3199551999568939
340,train,2.396106481552124,10.980340884560153,0.292724609375,,,,2.3980190753936768,0.0,0.0,0.75,0.586991548538208,0.748046875,5.984375,0.748046875,0.251953125,0.6882593631744385,0.01,1.7961186170578003,0.007121014874428511,1.7961044311523438,1396736,0.31821016734465957,12871.995996166721,,1.912591814994812,0.8068072199821472,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.521727979183197,0.521727979183197,0.504564642906189,0.504564642906189,0.32167327404022217,0.32167327404022217,1.0,1.0,0.521727979183197,0.6640625,0.504564642906189,0.328125,0.32167327404022217
360,train,2.376209259033203,10.7640218097003,0.29296875,,,,2.378103256225586,0.0,0.0,0.75,0.5883445739746094,0.748046875,5.984375,0.748046875,0.251953125,0.6871362328529358,0.01,2.0065112113952637,0.006099045276641846,2.0065019130706787,1478656,0.3170310826972127,12919.868819020412,,1.8939907550811768,0.8071863651275635,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5236647725105286,0.5236647725105286,0.5129437446594238,0.5129437446594238,0.31676989793777466,0.31676989793777466,1.0,1.0,0.5236647725105286,0.6640625,0.5129437446594238,0.328125,0.31676989793777466
380,train,2.365116596221924,10.645279944576098,0.30908203125,,,,2.3670105934143066,0.0,0.0,0.75,0.5863608121871948,0.748046875,5.984375,0.748046875,0.251953125,0.6864060163497925,0.01,1.6746336221694946,0.0063245864585042,1.67462158203125,1560576,0.3187468331307173,12850.323749946845,,1.8940150737762451,0.794482409954071,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5221515893936157,0.5221515893936157,0.5081842541694641,0.5081842541694641,0.3151074945926666,0.3151074945926666,1.0,1.0,0.5221515893936157,0.6640625,0.5081842541694641,0.328125,0.3151074945926666
399,validation,,,,2.413089191913605,11.168409268838557,0.28935546875,,1.040480875968933,,0.75,0.5807955086231231,0.688323974609375,5.506591796875,0.688323974609375,0.311676025390625,0.6850768864154816,,,,,,,,6.701554082799703,1.893399280309677,0.7673984438180923,1.7532958984375,502273121.625,0.6804047953337431,1.0,1.0,1.0,0.61749267578125,0.61749267578125,0.13580322265625,0.13580322265625,1.0,1.0,0.5212245583534241,0.5212245583534241,0.5096387267112732,0.5096387267112732,0.292318731546402,0.292318731546402,1.0,1.0,0.5212245583534241,0.61749267578125,0.5096387267112732,0.13580322265625,0.292318731546402
399,validation_oracle_topk,,,,2.408693790435791,11.119427352685838,0.29071044921875,,0.6207275390625,,0.75,0.5866359174251556,0.748046875,5.984375,0.748046875,0.251953125,0.6852741688489914,,,,,,,,3.236851458903402,1.8840132176876068,0.7877334624528884,1.9921875,544852224.0,0.7380846196954901,,,,,,,,,,,,,,,,,1.0,0.5212245583534241,0.6640625,0.5096387267112732,0.328125,0.3156803846359253
400,train,2.3409106731414795,10.390694782064363,0.312744140625,,,,2.342787027359009,0.0,0.0,0.75,0.5880998969078064,0.748046875,5.984375,0.748046875,0.251953125,0.6850309371948242,0.01,1.8365412950515747,0.005319373682141304,1.836533546447754,1642496,0.42549204220995307,9626.502011003267,,1.8764371871948242,0.7892243266105652,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5249598026275635,0.5249598026275635,0.5136851072311401,0.5136851072311401,0.31375443935394287,0.31375443935394287,1.0,1.0,0.5249598026275635,0.6640625,0.5136851072311401,0.328125,0.31375443935394287
420,train,2.3546571731567383,10.534516727447604,0.3046875,,,,2.35652494430542,0.0,0.0,0.75,0.5866068005561829,0.748046875,5.984375,0.748046875,0.251953125,0.68388432264328,0.01,2.182109832763672,0.009768779389560223,2.1820881366729736,1724416,0.3186536249704659,12854.082549287283,,1.8678858280181885,0.7822189331054688,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.524162769317627,0.524162769317627,0.5115854144096375,0.5115854144096375,0.3106789290904999,0.3106789290904999,1.0,1.0,0.524162769317627,0.6640625,0.5115854144096375,0.328125,0.3106789290904999
440,train,2.3471784591674805,10.4560259606654,0.3154296875,,,,2.349029541015625,0.0,0.0,0.75,0.5890110731124878,0.748046875,5.984375,0.748046875,0.251953125,0.6828439831733704,0.01,1.4666646718978882,0.005614378955215216,1.4666539430618286,1806336,0.3494481253437698,11721.339171502374,,1.851119041442871,0.7825635075569153,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5281997919082642,0.5281997919082642,0.5178873538970947,0.5178873538970947,0.30995720624923706,0.30995720624923706,1.0,1.0,0.5281997919082642,0.6640625,0.5178873538970947,0.328125,0.30995720624923706
460,train,2.3727924823760986,10.727306311292473,0.30517578125,,,,2.3746142387390137,0.0,0.0,0.75,0.5925546288490295,0.748046875,5.984375,0.748046875,0.251953125,0.6799167990684509,0.01,2.142307996749878,0.006851105950772762,2.1422970294952393,1888256,0.5391488326713443,7597.160100867454,,1.8217668533325195,0.7780387997627258,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5346279144287109,0.5346279144287109,0.5303183794021606,0.5303183794021606,0.30527234077453613,0.30527234077453613,1.0,1.0,0.5346279144287109,0.6640625,0.5303183794021606,0.328125,0.30527234077453613
480,train,2.3040719032287598,10.014879160850464,0.32177734375,,,,2.305891513824463,0.0,0.0,0.75,0.5901369452476501,0.748046875,5.984375,0.748046875,0.251953125,0.6794679164886475,0.01,1.6815543174743652,0.009214779362082481,1.68152916431427,1970176,0.329715917352587,12422.815473660852,,1.8195472955703735,0.7826258540153503,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5328236818313599,0.5328236818313599,0.5248655080795288,0.5248655080795288,0.30285853147506714,0.30285853147506714,1.0,1.0,0.5328236818313599,0.6640625,0.5248655080795288,0.328125,0.30285853147506714
500,train,2.341212034225464,10.39382660498831,0.305419921875,,,,2.3430376052856445,0.0,0.0,0.75,0.5879273414611816,0.748046875,5.984375,0.748046875,0.251953125,0.6792245507240295,0.01,2.353297472000122,0.010744735598564148,2.3532729148864746,2052096,0.3391638332977891,12076.759364857375,,1.8254644870758057,0.7716500163078308,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.529121994972229,0.529121994972229,0.5201331973075867,0.5201331973075867,0.30245429277420044,0.30245429277420044,1.0,1.0,0.529121994972229,0.6640625,0.5201331973075867,0.328125,0.30245429277420044
520,train,2.3185086250305176,10.160509870855934,0.3056640625,,,,2.3203001022338867,0.0,0.0,0.75,0.5916620492935181,0.748046875,5.984375,0.748046875,0.251953125,0.6758072376251221,0.01,2.000271797180176,0.008989324793219566,2.000251531600952,2134016,0.34589745895937085,11841.659699735223,,1.7914440631866455,0.7702090740203857,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5380897521972656,0.5380897521972656,0.5341199636459351,0.5341199636459351,0.2944384217262268,0.2944384217262268,1.0,1.0,0.5380897521972656,0.6640625,0.5341199636459351,0.328125,0.2944384217262268
540,train,2.349581480026245,10.481182222554265,0.306396484375,,,,2.3513545989990234,0.0,0.0,0.75,0.5938814282417297,0.748046875,5.984375,0.748046875,0.251953125,0.6719293594360352,0.01,2.1887474060058594,0.0084248511120677,2.1887311935424805,2215936,0.33098612492904067,12375.141105622273,,1.7731757164001465,0.762446403503418,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5448662042617798,0.5448662042617798,0.5447161197662354,0.5447161197662354,0.2859433889389038,0.2859433889389038,1.0,1.0,0.5448662042617798,0.6640625,0.5447161197662354,0.328125,0.2859433889389038
560,train,2.3032941818237305,10.007093402926019,0.3115234375,,,,2.3050036430358887,0.0,0.0,0.75,0.6051387190818787,0.748046875,5.984375,0.748046875,0.251953125,0.6669396162033081,0.01,1.8597811460494995,0.009687959216535091,1.8597558736801147,2297856,0.33408170798793435,12260.47371665117,,1.7094697952270508,0.8029870986938477,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5638136863708496,0.5638136863708496,0.5699445605278015,0.5699445605278015,0.2867964506149292,0.2867964506149292,1.0,1.0,0.5638136863708496,0.6640625,0.5699445605278015,0.328125,0.2867964506149292
580,train,2.2590980529785156,9.57444962482405,0.3173828125,,,,2.2608115673065186,0.0,0.0,0.75,0.6012810468673706,0.748046875,5.984375,0.748046875,0.251953125,0.665810763835907,0.01,2.197899103164673,0.009309983812272549,2.1978793144226074,2379776,0.33529316727072,12216.174977084567,,1.7135822772979736,0.7867810130119324,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5602420568466187,0.5602420568466187,0.5610724091529846,0.5610724091529846,0.28380969166755676,0.28380969166755676,1.0,1.0,0.5602420568466187,0.6640625,0.5610724091529846,0.328125,0.28380969166755676
599,validation,,,,2.3390767693519594,10.371656709859911,0.31168212890625,,1.172495687007904,,0.75,0.5994491696357727,0.687969970703125,5.503759765625,0.687969970703125,0.312030029296875,0.6650602489709854,,,,,,,,6.973175416700542,1.7106543183326721,0.7926432073116303,1.7518799304962158,503111858.8938623,0.6815409916285253,1.0,1.0,1.0,0.676867663860321,0.676867663860321,0.07501220703125,0.07501220703125,1.0,1.0,0.5563316345214844,0.5563316345214844,0.5555428862571716,0.5555428862571716,0.285922110080719,0.285922110080719,1.0,1.0,0.5563316345214844,0.676867663860321,0.5555428862571716,0.07501220703125,0.285922110080719
599,validation_oracle_topk,,,,2.335598659515381,10.335645610218604,0.31146240234375,,0.6207275390625,,0.75,0.5978222966194153,0.748046875,5.984375,0.748046875,0.251953125,0.664939284324646,,,,,,,,6.553325166925788,1.714739340543747,0.7850728511810303,1.9921875,544852224.0,0.7380846196954901,,,,,,,,,,,,,,,,,1.0,0.5563316345214844,0.6640625,0.5555428862571716,0.328125,0.2794145941734314
600,train,2.3082377910614014,10.056687047111048,0.31640625,,,,2.3099420070648193,0.0,0.0,0.75,0.6026148200035095,0.748046875,5.984375,0.748046875,0.251953125,0.6634569764137268,0.01,2.1848928928375244,0.010243088938295841,2.184868812561035,2461696,0.48664649995043874,8416.787134844588,,1.7042195796966553,0.7826995253562927,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5649414658546448,0.5649414658546448,0.5688826441764832,0.5688826441764832,0.27663516998291016,0.27663516998291016,1.0,1.0,0.5649414658546448,0.6640625,0.5688826441764832,0.328125,0.27663516998291016
620,train,2.288696527481079,9.862074356596038,0.323974609375,,,,2.2903895378112793,0.0,0.0,0.75,0.5989471077919006,0.748046875,5.984375,0.748046875,0.251953125,0.6606828570365906,0.01,1.9632184505462646,0.009982366114854813,1.9631930589675903,2543616,0.3400558331049979,12045.080840402146,,1.6929054260253906,0.7782781720161438,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5626990795135498,0.5626990795135498,0.5621722936630249,0.5621722936630249,0.27091699838638306,0.27091699838638306,1.0,1.0,0.5626990795135498,0.6640625,0.5621722936630249,0.328125,0.27091699838638306
640,train,2.2628915309906006,9.610839066588802,0.33251953125,,,,2.2645931243896484,0.0,0.0,0.75,0.5947251915931702,0.748046875,5.984375,0.748046875,0.251953125,0.6581373810768127,0.01,2.314836263656616,0.007715935818850994,2.3148233890533447,2625536,0.31752033438533545,12899.96121958346,,1.7016849517822266,0.7698011994361877,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5584319829940796,0.5584319829940796,0.5593091249465942,0.5593091249465942,0.2611597180366516,0.2611597180366516,1.0,1.0,0.5584319829940796,0.6640625,0.5593091249465942,0.328125,0.2611597180366516
660,train,2.246023654937744,9.450084232308676,0.3330078125,,,,2.2477030754089355,0.0,0.0,0.75,0.5987788438796997,0.748046875,5.984375,0.748046875,0.251953125,0.6563727855682373,0.01,1.879469871520996,0.012521776370704174,1.8794281482696533,2707456,0.32073933258652687,12770.494865624281,,1.6794242858886719,0.7805290222167969,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5660229921340942,0.5660229921340942,0.5654191970825195,0.5654191970825195,0.26367300748825073,0.26367300748825073,1.0,1.0,0.5660229921340942,0.6640625,0.5654191970825195,0.328125,0.26367300748825073
680,train,2.252042770385742,9.507136911376953,0.324951171875,,,,2.2536683082580566,0.0,0.0,0.75,0.6098787784576416,0.748046875,5.984375,0.748046875,0.251953125,0.6431654691696167,0.01,2.2599663734436035,0.010986979119479656,2.259939432144165,2789376,0.3230493338778615,12679.177978273176,,1.6254456043243408,0.7803308963775635,1.9921875,544852224.0,0.7380846196954901,1.0,1.0,1.0,0.6640625,0.6640625,0.328125,0.328125,1.0,1.0,0.5920239090919495,0.5920239090919495,0.6000939607620239,0.6000939607620239,0.2473975419998169,0.2473975419998169,1.0,1.0,0.5920239090919495,0.6640625,0.6000939607620239,0.328125,0.2473975419998169
