step,split,mean_reward,reward_std,best_group_reward,worst_group_reward,mean_ce_component,mean_compute_penalty,mean_kl,mean_advantage,advantage_std,policy_loss,total_policy_loss,routing_entropy,clip_fraction,mean_probability_ratio,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,val_loss,val_perplexity,val_accuracy,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,validation_time_sec,estimated_block_flops,estimated_flops_vs_dense,budget_3_depth,budget_3_ce,budget_3_reward,budget_3_flops_vs_dense,budget_4_depth,budget_4_ce,budget_4_reward,budget_4_flops_vs_dense,budget_5_depth,budget_5_ce,budget_5_reward,budget_5_flops_vs_dense,budget_8_depth,budget_8_ce,budget_8_reward,budget_8_flops_vs_dense
90,grpo_train,-2.642897844314575,0.33084818720817566,-2.2466232776641846,-3.0829989910125732,2.5805504322052,0.062347412109375,0.04814241826534271,-6.705522537231445e-08,0.9999966621398926,0.6070810556411743,0.6075624823570251,0.20186489820480347,0.8209431767463684,0.9995099902153015,8.106765275542056e-05,0.05667289346456528,0.05667289346456528,0.0,372736,0.8910051248967648,4597.055488849829,,,,,,,,,,,,3.0908203125,3.0443639755249023,-3.0829989910125732,0.8856977982954546,3.9833984375,2.697030544281006,-2.7468230724334717,1.0885564630681819,4.876953125,2.4341838359832764,-2.495145559310913,1.2916370738636365,8.0,2.1466236114501953,-2.2466232776641846,2.0014204545454546
99,validation,,,,,,,,,,,,0.18576465547084808,,,,,,,,,,2.1498414158821104,8.583497082926034,0.370166015625,0.5270210653543472,0.5121337890625,4.0970703125,0.5121337890625,0.4878662109375,4.453104833606631,411320320.0,1.1143909801136365,,,,,,,,,,,,,,,,
100,grpo_train,-2.6476917266845703,0.26450878381729126,-2.2851369380950928,-2.953402042388916,2.5853352546691895,0.06235656887292862,0.05529199540615082,-9.685754776000977e-08,0.999995768070221,0.6375871896743774,0.638140082359314,0.20619899034500122,0.81793212890625,0.9953762888908386,7.709066891268137e-05,0.04852954298257828,0.04852954298257828,0.0,413696,1.091718832962215,3751.8817815811785,,,,,,,,,,,,3.0791015625,2.8921728134155273,-2.930661678314209,0.8830344460227273,3.9765625,2.691065788269043,-2.7407727241516113,1.0870028409090908,4.8984375,2.572965145111084,-2.634195566177368,1.2965198863636365,8.0,2.1851372718811035,-2.2851369380950928,2.0014204545454546
110,grpo_train,-2.6625213623046875,0.2943480610847473,-2.291134834289551,-3.0127062797546387,2.6001832485198975,0.06233825534582138,0.061280086636543274,-2.4586915969848633e-07,0.9999961256980896,0.6302584409713745,0.6308712363243103,0.20532502233982086,0.8191121816635132,0.9904928207397461,7.287165507856516e-05,0.05280878394842148,0.05280878394842148,0.0,454656,0.8737822500988841,4687.666749394903,,,,,,,,,,,,3.083984375,2.974156618118286,-3.0127062797546387,0.8841441761363636,3.9853515625,2.7245280742645264,-2.7743449211120605,1.0890003551136365,4.87890625,2.5109128952026367,-2.571899175643921,1.2920809659090908,8.0,2.1911349296569824,-2.291134834289551,2.0014204545454546
120,grpo_train,-2.6924896240234375,0.3584083616733551,-2.276956558227539,-3.078803539276123,2.629901170730591,0.06258850544691086,0.06659664213657379,-2.0489096641540527e-07,0.999996542930603,0.6389172077178955,0.639583170413971,0.20767898857593536,0.8125406503677368,1.0027573108673096,6.845683565152394e-05,0.05539717897772789,0.05539717897772789,0.0,495616,0.8631444592028856,4745.4397190739755,,,,,,,,,,,,3.1298828125,2.999986410140991,-3.039109706878662,0.8945756392045454,4.0,2.7527456283569336,-2.8027455806732178,1.0923295454545454,4.8984375,2.5899157524108887,-2.651146173477173,1.2965198863636365,8.0,2.1769566535949707,-2.276956558227539,2.0014204545454546
130,grpo_train,-2.6727805137634277,0.30753666162490845,-2.3067359924316406,-3.0058956146240234,2.6103720664978027,0.062408447265625,0.07683850824832916,3.3527612686157227e-08,0.9999958872795105,0.632421612739563,0.6331899762153625,0.21459099650382996,0.8143107295036316,1.0037431716918945,6.389458031706073e-05,0.056133199483156204,0.056133199483156204,0.0,536576,0.8760910839773715,4675.312961073116,,,,,,,,,,,,3.107421875,2.9488742351531982,-2.9877169132232666,0.8894708806818182,3.9794921875,2.7526049613952637,-2.8023483753204346,1.0876686789772727,4.8837890625,2.5332729816436768,-2.594320297241211,1.2931906960227273,8.0,2.2067360877990723,-2.3067359924316406,2.0014204545454546
140,grpo_train,-2.619818687438965,0.30972370505332947,-2.273435115814209,-2.982156276702881,2.5575509071350098,0.06226806342601776,0.0816851407289505,-1.4528632164001465e-07,0.999995768070221,0.6186742782592773,0.6194911003112793,0.21578571200370789,0.8122354745864868,1.0060920715332031,5.923487409933326e-05,0.056244056671857834,0.056244056671857834,0.0,577536,0.8767970828339458,4671.548389236294,,,,,,,,,,,,3.0849609375,2.925649404525757,-2.9642114639282227,0.8843661221590909,3.9658203125,2.6632509231567383,-2.7128236293792725,1.0845614346590908,4.875,2.467867612838745,-2.5288052558898926,1.2911931818181819,8.0,2.1734352111816406,-2.273435115814209,2.0014204545454546
149,validation,,,,,,,,,,,,0.2013487584888935,,,,,,,,,,2.159698557853699,8.66852420603896,0.366455078125,0.5212985545396804,0.5042236328125,4.0337890625,0.5042236328125,0.4957763671875,4.067797292023897,406011904.0,1.1000088778409092,,,,,,,,,,,,,,,,
150,grpo_train,-2.68933367729187,0.2461511790752411,-2.388723134994507,-2.961503505706787,2.6270625591278076,0.0622711181640625,0.09211254119873047,-7.078051567077637e-08,0.9999954104423523,0.6297620534896851,0.630683183670044,0.22029834985733032,0.8099568486213684,1.0161101818084717,5.4528769714769045e-05,0.062442608177661896,0.062442608177661896,0.0,618496,0.9511935417540371,4306.168850186703,,,,,,,,,,,,3.083984375,2.920919418334961,-2.9594693183898926,0.8841441761363636,3.9873046875,2.7597477436065674,-2.80958890914917,1.0894442471590908,4.85546875,2.5388596057891846,-2.599552869796753,1.2867542613636365,8.0,2.2887232303619385,-2.388723134994507,2.0014204545454546
160,grpo_train,-2.6333436965942383,0.28922760486602783,-2.2644741535186768,-2.949112892150879,2.5710389614105225,0.06230468675494194,0.09317044913768768,5.587935447692871e-08,0.9999958872795105,0.6439690589904785,0.6449007391929626,0.22503165900707245,0.8087564706802368,1.0138623714447021,4.982782822782109e-05,0.058668576180934906,0.058668576180934906,0.0,659456,1.1354184169322252,3607.4806775346647,,,,,,,,,,,,3.1044921875,2.910306930541992,-2.949112892150879,0.8888050426136364,3.9619140625,2.7090694904327393,-2.7585935592651367,1.0836736505681819,4.87109375,2.500305414199829,-2.5611939430236816,1.2903053977272727,8.0,2.1644742488861084,-2.2644741535186768,2.0014204545454546
170,grpo_train,-2.754004716873169,0.3536840081214905,-2.340599298477173,-3.116269826889038,2.691605567932129,0.06239929050207138,0.0966995358467102,-6.705522537231445e-08,0.9999963045120239,0.6449353694915771,0.6459023356437683,0.2247525006532669,0.8073323965072632,1.0038800239562988,4.518355413715567e-05,0.06331901252269745,0.06331901252269745,0.0,700416,0.8790687504224479,4659.476290144103,,,,,,,,,,,,3.1103515625,3.077390193939209,-3.116269826889038,0.89013671875,3.9794921875,2.839933395385742,-2.889677047729492,1.0876686789772727,4.8779296875,2.6084978580474854,-2.6694722175598145,1.2918590198863635,8.0,2.2405996322631836,-2.340599298477173,2.0014204545454546
180,grpo_train,-2.665607452392578,0.32469332218170166,-2.2630958557128906,-3.019390106201172,2.6032721996307373,0.06233520060777664,0.1004614382982254,1.0058283805847168e-07,0.9999963045120239,0.6366117000579834,0.6376163363456726,0.22985997796058655,0.8073323369026184,1.0043954849243164,4.064683108158692e-05,0.05324511602520943,0.05324511602520943,0.0,741376,1.0439393329434097,3923.599648699162,,,,,,,,,,,,3.078125,2.9715871810913086,-3.010063886642456,0.8828125,3.98046875,2.706131935119629,-2.755887508392334,1.087890625,4.888671875,2.5722739696502686,-2.633382558822632,1.2943004261363635,8.0,2.1630959510803223,-2.2630958557128906,2.0014204545454546
190,grpo_train,-2.7486910820007324,0.2675745487213135,-2.4236347675323486,-3.019597053527832,2.6863317489624023,0.06235961988568306,0.11734208464622498,2.868473529815674e-07,0.9999955892562866,0.6373103857040405,0.6384838223457336,0.23937839269638062,0.7972208261489868,1.003277063369751,3.6267364348282024e-05,0.06441203504800797,0.06441203504800797,0.0,782336,0.8918572911061347,4592.663020021842,,,,,,,,,,,,3.076171875,2.981144905090332,-3.019597053527832,0.8823686079545454,3.9921875,2.82723069190979,-2.8771328926086426,1.0905539772727273,4.88671875,2.6133151054382324,-2.674398899078369,1.2938565340909092,8.0,2.3236351013183594,-2.4236347675323486,2.0014204545454546
199,validation,,,,,,,,,,,,0.21535067409276962,,,,,,,,,,2.1609298467636107,8.679204237512003,0.364892578125,0.5188702762126922,0.502642822265625,4.021142578125,0.502642822265625,0.497357177734375,4.175905749667436,404951040.0,1.0971346768465908,,,,,,,,,,,,,,,,
200,grpo_train,-2.6951236724853516,0.3035033643245697,-2.2929577827453613,-3.071863889694214,2.632730484008789,0.0623931884765625,0.1133124977350235,-3.3527612686157227e-08,0.999996542930603,0.6189430952072144,0.6200762391090393,0.23752999305725098,0.8030802011489868,0.9898971319198608,3.2093136291233364e-05,0.06416131556034088,0.06416131556034088,0.0,823296,1.093163541983813,3746.9233492426984,,,,,,,,,,,,3.078125,3.0138580799102783,-3.052334785461426,0.8828125,3.984375,2.7946577072143555,-2.8444621562957764,1.0887784090909092,4.9033203125,2.5294480323791504,-2.5907397270202637,1.2976296164772727,8.0,2.192957878112793,-2.2929577827453613,2.0014204545454546
210,grpo_train,-2.7557778358459473,0.3061641454696655,-2.3712244033813477,-3.1120028495788574,2.6934213638305664,0.06235656514763832,0.12526726722717285,-2.0116567611694336e-07,0.9999961256980896,0.6212623119354248,0.6225149631500244,0.24136504530906677,0.8010457754135132,0.9946572184562683,2.8169880626547352e-05,0.05777352675795555,0.05777352675795555,0.0,864256,0.8688716660253704,4714.1599388745635,,,,,,,,,,,,3.0751953125,3.07356333732605,-3.1120028495788574,0.8821466619318182,3.9921875,2.815303325653076,-2.865206003189087,1.0905539772727273,4.88671875,2.613593578338623,-2.674677848815918,1.2938565340909092,8.0,2.2712242603302,-2.3712244033813477,2.0014204545454546
220,grpo_train,-2.702364683151245,0.3452903628349304,-2.2964112758636475,-3.060126304626465,2.6400113105773926,0.06235351413488388,0.11995510756969452,-7.078051567077637e-08,0.9999963045120239,0.6259273886680603,0.627126932144165,0.23546050488948822,0.8056843876838684,0.9938889741897583,2.4540581364280337e-05,0.058041855692863464,0.058041855692863464,0.0,905216,1.0293640000745654,3979.1560611244345,,,,,,,,,,,,3.072265625,3.015503406524658,-3.0539069175720215,0.8814808238636364,4.001953125,2.7816648483276367,-2.8316891193389893,1.0927734375,4.87890625,2.5664660930633545,-2.6274521350860596,1.2920809659090908,8.0,2.196411371231079,-2.2964112758636475,2.0014204545454546
230,grpo_train,-2.698512077331543,0.33802348375320435,-2.250901222229004,-3.0643651485443115,2.636195182800293,0.0623168908059597,0.11779657006263733,3.203749656677246e-07,0.9999966025352478,0.6358321905136108,0.6370101571083069,0.23704171180725098,0.8043009042739868,0.9982860088348389,2.124500186662937e-05,0.06404241919517517,0.06404241919517517,0.0,946176,0.9431750001385808,4342.778380892384,,,,,,,,,,,,3.072265625,3.019495964050293,-3.057899236679077,0.8814808238636364,3.9775390625,2.8217368125915527,-2.8714561462402344,1.0872247869318181,4.8916015625,2.5526466369628906,-2.6137919425964355,1.2949662642045454,8.0,2.1509010791778564,-2.250901222229004,2.0014204545454546
240,grpo_train,-2.729538917541504,0.3056129515171051,-2.383678436279297,-3.0796568393707275,2.6673777103424072,0.06216125562787056,0.131802499294281,-2.60770320892334e-07,0.9999962449073792,0.5959165096282959,0.5972345471382141,0.23923692107200623,0.8019205331802368,1.00262451171875,1.8319249192215093e-05,0.07027217745780945,0.07027217745780945,0.0,987136,1.3859583330340683,2955.3558013776997,,,,,,,,,,,,3.0546875,3.039494037628174,-3.0776777267456055,0.8774857954545454,3.978515625,2.788635492324829,-2.838366746902466,1.0874467329545454,4.8583984375,2.5577025413513184,-2.6184327602386475,1.2874200994318181,8.0,2.2836787700653076,-2.383678436279297,2.0014204545454546
249,validation,,,,,,,,,,,,0.22250626161694526,,,,,,,,,,2.1645510315895082,8.710690214061763,0.364306640625,0.5170439898967742,0.4999267578125,3.9994140625,0.4999267578125,0.5000732421875,4.427289833314717,403128320.0,1.0921963778409092,,,,,,,,,,,,,,,,
250,grpo_train,-2.6587064266204834,0.38051295280456543,-2.2099225521087646,-3.106839656829834,2.5963592529296875,0.0623474083840847,0.12143342196941376,-1.5273690223693848e-07,0.9999969005584717,0.6149421334266663,0.6161564588546753,0.24058599770069122,0.7991943359375,0.9967082738876343,1.5795378499591492e-05,0.06611784547567368,0.06611784547567368,0.0,1028096,1.087458208668977,3766.581526855553,,,,,,,,,,,,3.0859375,3.068265199661255,-3.106839656829834,0.8845880681818182,3.9716796875,2.728151798248291,-2.7777974605560303,1.0858931107954546,4.8935546875,2.4790966510772705,-2.540266275405884,1.29541015625,8.0,2.1099226474761963,-2.2099225521087646,2.0014204545454546
260,grpo_train,-2.752039670944214,0.3222435712814331,-2.3953452110290527,-3.1198413372039795,2.689582347869873,0.06245727837085724,0.1342872977256775,-8.940696716308594e-08,0.9999960064888,0.6074655055999756,0.6088083982467651,0.2450670301914215,0.792236328125,1.005110502243042,1.3701041844220871e-05,0.07127350568771362,0.07127350568771362,0.0,1069056,1.0054394169710577,4073.840681857718,,,,,,,,,,,,3.095703125,3.0811450481414795,-3.1198413372039795,0.8868075284090909,4.0048828125,2.773102283477783,-2.8231635093688965,1.0934392755681819,4.8857421875,2.608736991882324,-2.669808864593506,1.2936345880681819,8.0,2.2953455448150635,-2.3953452110290527,2.0014204545454546
270,grpo_train,-2.6923112869262695,0.3383435904979706,-2.2474000453948975,-3.0376195907592773,2.6300766468048096,0.06223449483513832,0.1291753649711609,-3.725290298461914e-08,0.9999964237213135,0.6419207453727722,0.6432124972343445,0.24202299118041992,0.8030192255973816,1.0010908842086792,1.205918521676755e-05,0.06421741843223572,0.06421741843223572,0.0,1110016,0.9311665841378272,4398.783278711093,,,,,,,,,,,,3.0693359375,2.999253034591675,-3.0376195907592773,0.8808149857954546,3.962890625,2.8241801261901855,-2.8737165927886963,1.0838955965909092,4.8828125,2.5494725704193115,-2.6105079650878906,1.29296875,8.0,2.147400140762329,-2.2474000453948975,2.0014204545454546
280,grpo_train,-2.744443416595459,0.32549813389778137,-2.322392225265503,-3.133920669555664,2.6822152137756348,0.06222839280962944,0.13287751376628876,-1.7508864402770996e-07,0.999996542930603,0.6069655418395996,0.6082943081855774,0.24312318861484528,0.8044026494026184,0.9919826984405518,1.0887797142022524e-05,0.06163442134857178,0.06163442134857178,0.0,1150976,0.9838041658513248,4163.430225420491,,,,,,,,,,,,3.0537109375,3.094416379928589,-3.1325876712799072,0.8772638494318182,3.9736328125,2.7818918228149414,-2.8315622806549072,1.0863370028409092,4.8857421875,2.6301605701446533,-2.691232204437256,1.2936345880681819,8.0,2.2223925590515137,-2.322392225265503,2.0014204545454546
290,grpo_train,-2.6776866912841797,0.27545687556266785,-2.304070234298706,-3.0056426525115967,2.6155316829681396,0.06215515360236168,0.13903576135635376,1.4528632164001465e-07,0.9999960064888,0.6268864870071411,0.6282768249511719,0.24885782599449158,0.80242919921875,1.0098042488098145,1.01997115928614e-05,0.06280924379825592,0.06280924379825592,0.0,1191936,0.9494001250714064,4314.303202447894,,,,,,,,,,,,3.08984375,2.967019557952881,-3.0056426525115967,0.8854758522727273,3.9482421875,2.7059876918792725,-2.755340814590454,1.08056640625,4.8515625,2.5850491523742676,-2.645693302154541,1.2858664772727273,8.0,2.204070568084717,-2.304070234298706,2.0014204545454546
299,grpo_train,-2.635483741760254,0.3313993513584137,-2.24040150642395,-3.044545888900757,2.573230743408203,0.06225280463695526,0.13396811485290527,7.450580596923828e-09,0.999996542930603,0.6023643612861633,0.603704035282135,0.2442379742860794,0.7999674081802368,1.0009183883666992,1e-05,0.0679294541478157,0.0679294541478157,0.0,1228800,0.966322457883507,4238.750705402507,,,,,,,,,,,,3.0771484375,2.9989845752716064,-3.0374491214752197,0.8825905539772727,3.984375,2.6468448638916016,-2.6966495513916016,1.0887784090909092,4.859375,2.50669264793396,-2.567434787750244,1.2876420454545454,8.0,2.1404013633728027,-2.24040150642395,2.0014204545454546
299,validation,,,,,,,,,,,,0.22684924229979514,,,,,,,,,,2.1643314480781557,8.708777700104205,0.364111328125,0.5165830671787262,0.500091552734375,4.000732421875,0.500091552734375,0.499908447265625,4.342719709035009,403238912.0,1.0924960049715908,,,,,,,,,,,,,,,,
