step,split,mean_reward,reward_std,best_group_reward,worst_group_reward,mean_ce_component,mean_compute_penalty,mean_kl,mean_advantage,advantage_std,policy_loss,total_policy_loss,routing_entropy,clip_fraction,mean_probability_ratio,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,val_loss,val_perplexity,val_accuracy,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,validation_time_sec,estimated_block_flops,estimated_flops_vs_full_dense,mor_aux_loss,mor_router_accuracy,mean_recursions_per_token,budget_1_recursions,budget_1_depth,budget_1_ce,budget_1_reward,budget_1_flops_vs_full_dense,budget_2_recursions,budget_2_depth,budget_2_ce,budget_2_reward,budget_2_flops_vs_full_dense,budget_3_recursions,budget_3_depth,budget_3_ce,budget_3_reward,budget_3_flops_vs_full_dense,recursion_1_utilization,recursion_1_soft_utilization,recursion_2_utilization,recursion_2_soft_utilization,recursion_3_utilization,recursion_3_soft_utilization
130,grpo_train,-2.801530122756958,0.22568276524543762,-2.6017003059387207,-3.036479949951172,2.04561710357666,0.7559129595756531,0.005475347861647606,-4.818041929866013e-07,0.9999943375587463,-0.3537728786468506,-0.3537181317806244,0.5798730254173279,0.34966161847114563,1.0023143291473389,6.389458031706073e-05,0.09401977062225342,0.09401977062225342,0.0,402432,1.5395960831083357,1995.3285369483722,,,,,,,,,,,,,,,1.1201171875,4.240234375,2.0739941596984863,-2.6017003059387207,0.5277058482170105,1.970703125,5.94140625,2.02651047706604,-2.7664103507995605,0.7398998737335205,3.0,8.0,2.036346673965454,-3.036479949951172,1.0001331567764282,1.0,0.7005016207695007,0.6767578125,0.5534090399742126,0.353515625,0.18753667175769806
140,grpo_train,-2.8401825428009033,0.233242928981781,-2.6361188888549805,-3.0776584148406982,2.084567070007324,0.755615770816803,0.007492166943848133,-2.1358330570819817e-07,0.9999945163726807,-0.3462437093257904,-0.34616878628730774,0.571523129940033,0.3461911082267761,1.0037930011749268,5.923487409933326e-05,0.10145559906959534,0.10145559906959534,0.0,433152,1.3647679169662297,2250.9321634910725,,,,,,,,,,,,,,,1.11328125,4.2265625,2.109994411468506,-2.6361188888549805,0.5261244773864746,1.9736328125,5.947265625,2.0661814212799072,-2.8067712783813477,0.7405897974967957,3.0,8.0,2.0775251388549805,-3.0776584148406982,1.0001331567764282,1.0,0.7314828038215637,0.6751301884651184,0.5559210181236267,0.3538411557674408,0.17266781628131866
149,validation,,,,,,,,,,,,0.5507573932409286,,,,,,,,,,2.170557177066803,8.763165315493776,0.35595703125,0.6002277821302414,0.6587646484375,5.2701171875,0.6587646484375,0.3412353515625,1.5733920000493526,482414661.5020763,0.6535035121198084,1.6370156347751617,0.7906842440366745,1.6350585222244263,,,,,,,,,,,,,,,,1.0,0.7330600023269653,0.6312011480331421,0.5576827526092529,0.0038574219215661287,0.11016830056905746
150,grpo_train,-2.8502111434936523,0.23796892166137695,-2.640791893005371,-3.093019485473633,2.0947790145874023,0.7554316520690918,0.0072806235402822495,-1.0927518445669193e-07,0.9999946355819702,-0.35373008251190186,-0.3536572754383087,0.5686905384063721,0.34494999051094055,1.02913498878479,5.4528769714769045e-05,0.09800000488758087,0.09800000488758087,0.0,463872,1.3624910828657448,2254.6936553438745,,,,,,,,,,,,,,,1.123046875,4.24609375,2.112394332885742,-2.640791893005371,0.5283977389335632,1.962890625,5.92578125,2.079056739807129,-2.8168210983276367,0.7377642393112183,3.0,8.0,2.092886447906494,-3.093019485473633,1.0001331567764282,1.0,0.7208602428436279,0.6754557490348816,0.5530712604522705,0.3531900942325592,0.17317895591259003
160,grpo_train,-2.906623601913452,0.28245168924331665,-2.6909689903259277,-3.156907796859741,2.1506967544555664,0.7559268474578857,0.008247435092926025,2.1855036891338386e-07,0.9999947547912598,-0.3440970778465271,-0.34401461482048035,0.5688949823379517,0.3379332423210144,0.9730026721954346,4.982782822782109e-05,0.098585344851017,0.098585344851017,0.0,494592,1.3339406671002507,2302.9510050682993,,,,,,,,,,,,,,,1.1201171875,4.240234375,2.1632399559020996,-2.6909689903259277,0.527728796005249,1.96875,5.9375,2.132075548171997,-2.8719942569732666,0.7399187088012695,3.0,8.0,2.1567745208740234,-3.156907796859741,1.0001331567764282,1.0,0.7265151143074036,0.6809895634651184,0.5714676976203918,0.3486328125,0.1734204739332199
170,grpo_train,-2.844475507736206,0.24395546317100525,-2.6292102336883545,-3.0892786979675293,2.0888426303863525,0.7556325793266296,0.010037217289209366,1.0927518445669193e-07,0.999994695186615,-0.33814284205436707,-0.3380424678325653,0.5640853643417358,0.3464996814727783,0.988510012626648,4.518355413715567e-05,0.10736962407827377,0.10736962407827377,0.0,525312,1.4693904998712242,2090.662761375704,,,,,,,,,,,,,,,1.1240234375,4.248046875,2.1005640029907227,-2.6292102336883545,0.5286461710929871,1.9619140625,5.923828125,2.0768182277679443,-2.814936637878418,0.7381184101104736,3.0,8.0,2.0891456604003906,-3.0892786979675293,1.0001331567764282,1.0,0.7458407282829285,0.6803385615348816,0.5791575908660889,0.3483072817325592,0.16888780891895294
180,grpo_train,-2.8152694702148438,0.234122171998024,-2.6091442108154297,-3.055469512939453,2.060399293899536,0.7548696994781494,0.00982745736837387,1.043081283569336e-07,0.9999945163726807,-0.3529195487499237,-0.3528212606906891,0.573567807674408,0.32914653420448303,0.9746145606040955,4.064683108158692e-05,0.10323446989059448,0.10323446989059448,0.0,556032,1.377465208992362,2230.183368658158,,,,,,,,,,,,,,,1.115234375,4.23046875,2.082557201385498,-2.6091442108154297,0.5265870690345764,1.9609375,5.921875,2.0433051586151123,-2.7811942100524902,0.7378890514373779,3.0,8.0,2.0553364753723145,-3.055469512939453,1.0001331567764282,1.0,0.7219855189323425,0.6774088740348816,0.5372563004493713,0.3479817807674408,0.16783444583415985
190,grpo_train,-2.906653642654419,0.2453494668006897,-2.6930325031280518,-3.149691104888916,2.1524012088775635,0.7542523741722107,0.010279781185090542,-1.2417633854511223e-07,0.9999946355819702,-0.330265611410141,-0.33016282320022583,0.5693289041519165,0.3333333432674408,0.984836757183075,3.6267364348282024e-05,0.10782663524150848,0.10782663524150848,0.0,586752,1.4391396660357714,2134.608664120889,,,,,,,,,,,,,,,1.1103515625,4.220703125,2.1675939559936523,-2.6930325031280518,0.525438129901886,1.958984375,5.91796875,2.140052318572998,-2.8772377967834473,0.7371857762336731,3.0,8.0,2.1495578289031982,-3.149691104888916,1.0001331567764282,1.0,0.7385509014129639,0.6735026240348816,0.5764845013618469,0.349609375,0.16531549394130707
199,validation,,,,,,,,,,,,0.5490745007991791,,,,,,,,,,2.1713973760604857,8.770531212149487,0.354833984375,0.5961651563644409,0.6535888671875,5.2287109375,0.6535888671875,0.3464111328125,1.4609278328716755,478539228.8981678,0.6482536533991963,1.6985445380210877,0.7805696725845337,1.614355444908142,,,,,,,,,,,,,,,,1.0,0.7360855340957642,0.6119629144668579,0.5474175214767456,0.0023925781715661287,0.10115747153759003
200,grpo_train,-2.849365472793579,0.19533571600914001,-2.652627468109131,-3.0878818035125732,2.0926616191864014,0.7567038536071777,0.011703342199325562,-4.3710073782676773e-07,0.9999943971633911,-0.3720649480819702,-0.37194791436195374,0.5700005292892456,0.3392685055732727,1.018424153327942,3.2093136291233364e-05,0.09414908289909363,0.09414908289909363,0.0,617472,1.4398655002005398,2133.5326109085477,,,,,,,,,,,,,,,1.134765625,4.26953125,2.12153697013855,-2.652627468109131,0.5310907959938049,1.9658203125,5.931640625,2.068699359893799,-2.807586908340454,0.7388874888420105,3.0,8.0,2.0877487659454346,-3.0878818035125732,1.0001331567764282,1.0,0.7429026961326599,0.6813151240348816,0.5636696815490723,0.3522135317325592,0.1696019172668457
210,grpo_train,-2.9409103393554688,0.223467618227005,-2.7182509899139404,-3.191375970840454,2.185410261154175,0.7555001378059387,0.01083525363355875,1.0927518445669193e-07,0.9999948143959045,-0.33615535497665405,-0.3360469937324524,0.5675455331802368,0.34019291400909424,0.9977434873580933,2.8169880626547352e-05,0.10657940059900284,0.10657940059900284,0.0,648192,1.47312045795843,2085.3691790129824,,,,,,,,,,,,,,,1.123046875,4.24609375,2.1898460388183594,-2.7182509899139404,0.5284050107002258,1.9619140625,5.923828125,2.1751420497894287,-2.913104295730591,0.7379621267318726,3.0,8.0,2.1912426948547363,-3.191375970840454,1.0001331567764282,1.0,0.7244009971618652,0.6790364384651184,0.5640125870704651,0.3492838442325592,0.17125768959522247
220,grpo_train,-2.828040838241577,0.20856709778308868,-2.6243348121643066,-3.062772512435913,2.0749709606170654,0.7530698180198669,0.011561525985598564,1.5397866093280754e-07,0.9999943971633911,-0.35009920597076416,-0.3499836027622223,0.5759838819503784,0.33962878584861755,1.0158476829528809,2.4540581364280337e-05,0.1067558228969574,0.1067558228969574,0.0,678912,1.5589707088656723,1970.5309294972114,,,,,,,,,,,,,,,1.1044921875,4.208984375,2.1002612113952637,-2.6243348121643066,0.524073600769043,1.9521484375,5.904296875,2.062011957168579,-2.7970142364501953,0.7350025177001953,3.0,8.0,2.0626394748687744,-3.062772512435913,1.0001331567764282,1.0,0.7257538437843323,0.6663411259651184,0.5270646214485168,0.3525390625,0.1614147424697876
230,grpo_train,-2.8530101776123047,0.2323085218667984,-2.645810127258301,-3.09224271774292,2.099332094192505,0.7536778450012207,0.01202433556318283,1.6391277313232422e-07,0.9999945163726807,-0.3443135619163513,-0.34419330954551697,0.5715879201889038,0.3438311815261841,0.9825658798217773,2.124500186662937e-05,0.1063629686832428,0.1063629686832428,0.0,709632,1.3797688749618828,2226.4598482734045,,,,,,,,,,,,,,,1.0986328125,4.197265625,2.1230878829956055,-2.645810127258301,0.5227223038673401,1.9638671875,5.927734375,2.082799196243286,-2.8209774494171143,0.7381779551506042,3.0,8.0,2.092109203338623,-3.09224271774292,1.0001331567764282,1.0,0.7217380404472351,0.6692708134651184,0.5350061058998108,0.3515625,0.16501639783382416
240,grpo_train,-2.7724010944366455,0.22186151146888733,-2.5597422122955322,-3.0230560302734375,2.018728256225586,0.7536728978157043,0.012829611077904701,-3.3279260946983413e-07,0.9999947547912598,-0.3595319390296936,-0.3594036400318146,0.5752063989639282,0.3305276930332184,0.9904323220252991,1.8319249192215093e-05,0.10259345918893814,0.10259345918893814,0.0,740352,1.3311389577575028,2307.7981318909265,,,,,,,,,,,,,,,1.1083984375,4.216796875,2.034736156463623,-2.5597422122955322,0.5250060558319092,1.9541015625,5.908203125,1.998525619506836,-2.734405279159546,0.7358797788619995,3.0,8.0,2.022922992706299,-3.0230560302734375,1.0001331567764282,1.0,0.730962336063385,0.6722005009651184,0.5333840847015381,0.3486328125,0.16639752686023712
249,validation,,,,,,,,,,,,0.5481554329395294,,,,,,,,,,2.1717177510261534,8.77334152093772,0.35498046875,0.594027778506279,0.6510986328125,5.2087890625,0.6510986328125,0.3489013671875,1.3798412503674626,476672728.70948905,0.6457251970192099,1.732284849882126,0.7751949787139892,1.604394555091858,,,,,,,,,,,,,,,,1.0,0.7376133799552917,0.6023925542831421,0.5418128967285156,0.0020019530784338713,0.09668486565351486
250,grpo_train,-2.8356335163116455,0.24109254777431488,-2.6337192058563232,-3.076836585998535,2.0805115699768066,0.7551220059394836,0.013873395510017872,-2.1855036891338386e-07,0.9999945163726807,-0.3713293671607971,-0.3711906373500824,0.5605673789978027,0.3395378589630127,1.0169522762298584,1.5795378499591492e-05,0.0961265042424202,0.0961265042424202,0.0,771072,1.2972169159911573,2368.1467317690613,,,,,,,,,,,,,,,1.1357421875,4.271484375,2.10235857963562,-2.6337192058563232,0.5313607454299927,1.9453125,5.890625,2.062472343444824,-2.796344757080078,0.7338719964027405,3.0,8.0,2.0767035484313965,-3.076836585998535,1.0001331567764282,1.0,0.741736888885498,0.6809895634651184,0.5573950409889221,0.3460286557674408,0.1610991507768631
260,grpo_train,-2.8646717071533203,0.23792719841003418,-2.64994215965271,-3.113393545150757,2.109429121017456,0.7552425861358643,0.013478131964802742,1.043081283569336e-07,0.9999947547912598,-0.3547970652580261,-0.3546622693538666,0.5706040859222412,0.3420374095439911,1.0207560062408447,1.3701041844220871e-05,0.10406508296728134,0.10406508296728134,0.0,801792,1.412333541084081,2175.1235884704615,,,,,,,,,,,,,,,1.123046875,4.24609375,2.1215527057647705,-2.64994215965271,0.5283894538879395,1.9599609375,5.919921875,2.0934743881225586,-2.8306796550750732,0.7372051477432251,3.0,8.0,2.113260269165039,-3.113393545150757,1.0001331567764282,1.0,0.7363578677177429,0.6764323115348816,0.5522852540016174,0.3512369692325592,0.16325680911540985
270,grpo_train,-2.8459107875823975,0.23788949847221375,-2.6368372440338135,-3.08758544921875,2.0910749435424805,0.7548356056213379,0.013361274264752865,-4.023313522338867e-07,0.9999945759773254,-0.35229092836380005,-0.352157324552536,0.5666846036911011,0.3401031494140625,1.0039513111114502,1.205918521676755e-05,0.10484882444143295,0.10484882444143295,0.0,832512,1.3758926670998335,2232.732300605465,,,,,,,,,,,,,,,1.119140625,4.23828125,2.1093409061431885,-2.6368372440338135,0.5274966359138489,1.9580078125,5.916015625,2.0764315128326416,-2.8133089542388916,0.7368772625923157,3.0,8.0,2.0874524116516113,-3.08758544921875,1.0001331567764282,1.0,0.7336186766624451,0.6764323115348816,0.5445753931999207,0.3492838442325592,0.16288655996322632
280,grpo_train,-2.9480056762695312,0.23716920614242554,-2.7320775985717773,-3.1899030208587646,2.1938693523406982,0.7541361451148987,0.014094268903136253,-1.2417633854511223e-07,0.9999946355819702,-0.335854709148407,-0.33571377396583557,0.5728667974472046,0.33738651871681213,0.9933363199234009,1.0887797142022524e-05,0.1159185990691185,0.1159185990691185,0.0,863232,1.4041288332082331,2187.8334290600105,,,,,,,,,,,,,,,1.1044921875,4.208984375,2.2079837322235107,-2.7320775985717773,0.524093747138977,1.9638671875,5.927734375,2.183854341506958,-2.9220356941223145,0.7381818890571594,3.0,8.0,2.189769744873047,-3.1899030208587646,1.0001331567764282,1.0,0.7395442128181458,0.6705729365348816,0.5284321904182434,0.3522135317325592,0.1603832095861435
290,grpo_train,-2.874251365661621,0.2143206000328064,-2.6619114875793457,-3.1199238300323486,2.1206750869750977,0.7535763382911682,0.013145729899406433,7.947286206899662e-08,0.9999946355819702,-0.34950247406959534,-0.3493710160255432,0.5717876553535461,0.3470052182674408,1.0291224718093872,1.01997115928614e-05,0.10420472174882889,0.10420472174882889,0.0,893952,1.3936419170349836,2204.2965000190115,,,,,,,,,,,,,,,1.1064453125,4.212890625,2.1373605728149414,-2.6619114875793457,0.524551272392273,1.95703125,5.9140625,2.1048741340637207,-2.84091854095459,0.7360447645187378,3.0,8.0,2.11979079246521,-3.1199238300323486,1.0001331567764282,1.0,0.7354986667633057,0.6666666865348816,0.5342739224433899,0.3544921875,0.16097180545330048
299,grpo_train,-2.8264100551605225,0.21460853517055511,-2.619457244873047,-3.069401741027832,2.0723447799682617,0.7540652751922607,0.013947292231023312,2.9305616067176743e-07,0.9999945759773254,-0.36698198318481445,-0.36684250831604004,0.5722320079803467,0.3393782377243042,1.0299923419952393,1e-05,0.10232469439506531,0.10232469439506531,0.0,921600,1.4343208749778569,2141.780164809653,,,,,,,,,,,,,,,1.123046875,4.24609375,2.091083288192749,-2.619457244873047,0.5283739566802979,1.9462890625,5.892578125,2.0566821098327637,-2.7903709411621094,0.7336885929107666,3.0,8.0,2.0692684650421143,-3.069401741027832,1.0001331567764282,1.0,0.7351024150848389,0.671875,0.5245271325111389,0.3512369692325592,0.1612183302640915
299,validation,,,,,,,,,,,,0.5477330058813095,,,,,,,,,,2.172021222114563,8.776004380468073,0.355615234375,0.592876210808754,0.64947509765625,5.19580078125,0.64947509765625,0.35052490234375,1.418521333951503,475458277.0,0.6440800387750972,1.7530938744544984,0.7714595317840576,1.597900390625,,,,,,,,,,,,,,,,1.0,0.7383931279182434,0.59619140625,0.5389382243156433,0.001708984375,0.09417344629764557
